LADBS_ID,Address,Postal_Code,EBEWE_Compliance_Wave,EBEWE_Compliance_Date,Property_Type,Year_Built,Building_SQFT,LADBS_Building_Category,City_Owned,Energy_STAR_Score,Census_Tract_GEOID,Longitude,Latitude,CES_Score,CES_Score_Percentile,Disadvantaged_Community,AC_Opt,CDI,Site_EUI,Source_EUI,Total_Water_Use,Predicted_HVAC_Capacity_Tonnage_per_Unit,Predicted_HVAC_Units,Predicted_HVAC_Type,Predicted_Natural_Gas_Usage,Predicted_kwAmount,Basic_pred_energy_savings,Basic_pred_elec_savings,Basic_pred_gas_savings,Basic_pred_invest_cost,Mid_pred_energy_savings,Mid_pred_elec_savings,Mid_pred_gas_savings,Mid_pred_invest_cost,Adv1_pred_energy_savings,Adv1_pred_elec_savings,Adv1_pred_gas_savings,Adv1_pred_invest_cost,Adv2_pred_energy_savings,Adv2_pred_elec_savings,Adv2_pred_gas_savings,Adv2_pred_invest_cost
1.12217E+11,12453 W FIELDING CIR,90094,5,1-Dec-25,Multifamily Housing,2015,118397,"50,000 to 99,999",No,20,6037275602,-118.41071,33.97957,20.10058663,38.52944886,No,Eligible,,27.5,61.1,2412.6,0.325142,20,4,,,974.8531208,603.0341833,371.81994,36439.12763,12305.75513,11003.69365,1302.061306,139497.9921,1067.716088,603.0393454,464.6763214,48611.34528,-4.281424283,-5.561384585,1080.352501,152925.3237
1.12217E+11,750 E SLAUSON AVE,90001,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037239202,-118.26168,33.989258,76.04342593,99.74776138,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,4940 N PASO ROBLES AVE,91316,2,1-Dec-22,Multifamily Housing,2014,91152,"50,000 to 99,999",No,100,6037139600,-118.50217,34.160442,17.97474748,33.06848278,No,Eligible,,14,44,2013.4,0.218969,16,4,,,722.7210736,452.7553186,269.966704,31749.99614,9138.019046,8136.187147,1001.83177,121546.8371,787.3714357,452.7598131,334.6112147,42355.84454,-2.180918036,-2.832601165,763.1695953,133246.2864
1.12217E+11,11419 N PORTER RANCH DR,91326,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037108202,-118.572685,34.29196,19.62665625,37.35653929,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,505 S BONNIE BRAE ST,90057,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037208903,-118.272064,34.05902,47.52508903,86.2403834,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,12837 W MOORPARK ST,91604,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037143400,-118.4123,34.150364,15.80561473,27.33005423,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1031 W 34TH ST,90089,4,1-Dec-24,Medical Office,2012,99783,"50,000 to 99,999",No,51,6037222700,-118.28783,34.02442,39.32459371,74.95270526,No,,,88.1,189.3,1682.4,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1135 S BOYLE AVE,90023,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037206050,-118.220406,34.029804,79.02529301,99.89910455,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,5837 W SUNSET BLVD,90028,5,1-Dec-25,Multifamily Housing,2016,70812,"50,000 to 99,999",No,74,6037191000,-118.316635,34.098064,56.87015645,94.53903393,Yes,Eligible,,37.8,87.1,2515.6,0.264543,12,4,,,765.1275623,437.6606064,327.4672366,29029.75756,6950.716642,6172.211456,778.5050865,111133.0911,849.8611557,437.6628318,412.1981287,38726.93064,-5.880775611,-7.639918206,973.5804372,121830.1688
1.12217E+11,3555 E WHITTIER BLVD,90023,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037204910,-118.19716,34.026108,60.11948012,96.46865935,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,2590 E ARVIA ST,90031,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037187102,-118.231415,34.09492,61.18422022,96.7335099,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,10700 W WILSHIRE BLVD,90024,2,1-Dec-22,Multifamily Housing,2010,86308,"50,000 to 99,999",No,12,6037265602,-118.43591,34.060814,15.77488441,27.20393492,No,Eligible,,41.1,107.3,3082,0.316052,15,4,,,885.0660272,513.3135738,371.7528591,31387.27353,8640.115053,7691.002212,949.1127192,120158.2452,981.0916198,513.3164516,467.7749269,41871.95715,-6.394653634,-8.307397053,1104.059152,131724.0361
1.12217E+11,7928 W HOLLYWOOD BLVD,90046,3,1-Dec-23,Multifamily Housing,2014,98000,"50,000 to 99,999",No,49,6037189800,-118.36244,34.10129,25.17477949,50.27115651,No,Eligible,,42.3,81.9,3263.8,0.352001,17,4,,,963.507602,565.2901935,398.2179255,33250.29176,9954.143739,8876.310938,1077.832662,127290.3397,1066.195973,565.2936084,500.9020873,44357.30268,-6.581806921,-8.550420238,1181.418153,139542.628
1.12217E+11,940 W 35TH ST,90089,1,1-Dec-21,College/University,2012,114223,"50,000 to 99,999",No,,6037222700,-118.28753,34.023315,39.32459371,74.95270526,No,,,140.4,273.9,3072.5,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,4820 N BELLFLOWER AVE,91601,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037125402,-118.37455,34.158463,31.07779651,61.38226763,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1539 S BELOIT AVE,90025,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037267300,-118.448654,34.04842,37.0576717,71.81233447,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,11430 W BURBANK BLVD,91601,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037125200,-118.380035,34.17215,37.80413681,72.85912473,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,5557 E VALLEY BLVD,90032,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037201602,-118.164444,34.073883,37.82011065,72.90957246,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,610 W CHILDS WAY,90089,1,1-Dec-21,College/University,2013,50000,"50,000 to 99,999",No,,6037222700,-118.2821,34.018913,39.32459371,74.95270526,No,,,208.6,334.5,895.4,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,11423 N PORTER RANCH DR,91326,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037108202,-118.5727,34.29199,19.62665625,37.35653929,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,11427 N PORTER RANCH DR,91326,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037108202,-118.57271,34.29201,19.62665625,37.35653929,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1508 S FEDERAL AVE,90025,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037267300,-118.454605,34.04544,37.0576717,71.81233447,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1103 S BOYLE AVE,90023,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037206050,-118.22007,34.031456,79.02529301,99.89910455,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1050 S GRAND AVE,90015,4,1-Dec-24,,,,"100,000+",No,,6037207900,-118.261314,34.042244,35.32540626,69.0503216,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1550 N EL CENTRO AVE,90028,3,1-Dec-23,,,,"100,000+",No,,6037191000,-118.32372,34.098946,56.87015645,94.53903393,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1600 N VINE ST,90028,4,1-Dec-24,,,,"100,000+",No,,6037191000,-118.32666,34.099842,56.87015645,94.53903393,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1500 N EL CENTRO AVE,90028,4,1-Dec-24,Office,2015,105826,"100,000+",No,85,6037191000,-118.323715,34.098156,56.87015645,94.53903393,Yes,Ineligible,,42.5,119.1,759.4,18.046099,,,,,,,,61838.21445,10852.61728,9688.62896,1163.988172,236731.9777,,,,82494.80682,,,,259518.5334
1.12217E+11,15222 W VENTURA BLVD,91403,1,1-Dec-21,,,,"100,000+",No,,6037141302,-118.46458,34.15354,34.54659903,67.5368899,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,6555 W BARTON AVE,90038,2,1-Dec-22,Office,2015,250000,"100,000+",No,,6037191901,-118.33412,34.087727,43.44254495,80.82986505,Yes,Ineligible,,19.6,48.9,712.5,22.106004,,,,,,,,117496.7706,30212.62157,27460.51226,2752.108963,449806.6951,,,,156745.6868,,,,493102.6851
1.12217E+11,801 S OLIVE ST,90014,2,1-Dec-22,,,,"100,000+",No,,6037207710,-118.25698,34.04505,33.08425372,65.06495144,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1000 S GRAND AVE,90015,3,1-Dec-23,,,,"100,000+",No,,6037207900,-118.26073,34.042873,35.32540626,69.0503216,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,19401 W PARTHENIA ST,91324,4,1-Dec-24,,,,"100,000+",No,,6037113401,-118.55576,34.228233,35.98500435,69.95838063,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,5551 W HOLLYWOOD BLVD,90028,5,1-Dec-25,,,,"100,000+",No,,6037190301,-118.31079,34.10173,38.02232609,73.16181107,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,810 E PICO BLVD,90021,2,1-Dec-22,,,,"100,000+",No,,6037226002,-118.252075,34.031925,76.03642941,99.73514945,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,6440 N WILBUR AVE,91335,3,1-Dec-23,,,,"100,000+",No,,6037133100,-118.54475,34.187416,40.53856564,76.79404717,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1627 N VINE ST,90028,4,1-Dec-24,,,,"100,000+",No,,6037190700,-118.326675,34.10028,47.22830147,85.76113003,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,10000 W SANTA MONICA BLVD,90067,4,1-Dec-24,,,,"100,000+",No,,6037267901,-118.414154,34.06394,22.47614533,44.1417581,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,635 W DOWNEY WAY,90089,1,1-Dec-21,,,,"100,000+",No,,6037222700,-118.28387,34.01874,39.32459371,74.95270526,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,7121 N WOODLEY AVE,91406,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037127604,-118.483665,34.199783,41.48538974,78.13091184,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,17720 W SUPERIOR ST,91325,5,1-Dec-25,,,,"100,000+",No,,6037115104,-118.52047,34.246742,38.0947371,73.30054231,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,127 S SAN VICENTE BLVD,90048,2,1-Dec-22,,,,"100,000+",No,,6037214902,-118.37864,34.07457,29.71387887,58.91032917,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,11500 W TENNESSEE AVE,90064,1,1-Dec-21,,,,"100,000+",No,,6037267700,-118.44325,34.034737,31.49687476,62.21465506,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,10800 W WILSHIRE BLVD,90024,1,1-Dec-21,,,,"100,000+",No,,6037265510,-118.43996,34.059814,29.84685931,59.09950813,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,14911 W CALIFA ST,91411,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037128400,-118.45793,34.17768,50.87002861,89.69605247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,12665 W VILLAGE LANE,90094,3,1-Dec-23,Multifamily Housing,2016,486957,"100,000+",No,,6037275602,-118.41484,33.97786,20.10058663,38.52944886,No,Eligible,,47,89.9,19055.1,0.216646,77,4,,,1886.276893,1570.951907,315.3268203,160461.0501,73870.39734,68500.4739,5369.922755,614284.5823,2039.339889,1570.965013,468.3759786,214061.8621,-7.331171778,-9.5194617,1493.896474,673412.3352
1.12217E+11,990 W 8TH ST,90017,3,1-Dec-23,,,,"100,000+",No,,6037207710,-118.2625,34.048622,33.08425372,65.06495144,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1633 N LA BREA AVE,90046,4,1-Dec-24,,,,"100,000+",No,,6037189904,-118.34492,34.100643,30.67595449,60.81473074,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,6828 N VAN NUYS BLVD,91405,2,1-Dec-22,Multifamily Housing,2015,95720,"100,000+",No,82,6037127910,-118.448715,34.194748,47.42582768,86.02598058,Yes,Eligible,,30.4,60.9,2985.5,0.289686,16,4,,,865.9146685,520.4816294,345.4337448,32707.14963,9677.278626,8624.805113,1052.473377,125211.0573,952.8798954,520.4855293,432.3940314,43632.72799,-4.731285032,-6.146137676,1008.767313,137263.205
1.12217E+11,1515 W WILSHIRE BLVD,90017,3,1-Dec-23,Multifamily Housing,2016,210910,"100,000+",No,,6037209102,-118.26872,34.05475,52.0023691,90.7302308,Yes,Eligible,,54,86.9,6888.8,0.724716,35,4,,,1592.014827,1011.723769,580.2923755,56334.59928,24472.67685,22150.81875,2321.857795,215662.7777,1747.657363,1011.731466,735.9255222,75152.75022,-8.406499684,-10.91984181,1768.873838,236421.3248
1.12217E+11,1015 S GLENDON AVE,90024,4,1-Dec-24,,,,"100,000+",No,,6037265202,-118.444115,34.06219,19.4967871,37.05385294,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,8700 N GLENOAKS BLVD,91352,5,1-Dec-25,Multifamily Housing,1951,116646,"100,000+",No,97,6037102103,-118.36442,34.22775,27.12995846,54.13040737,No,Eligible,,20.7,48,4257.9,0.884951,20,4,,,917.1108394,575.8780367,341.2339094,59378.35175,12087.29777,10804.66529,1282.632308,227315.0149,1000.85345,575.8834579,424.9695384,79213.24541,-3.223961855,-4.187486373,980.2288841,249195.1441
1.12217E+11,6040 W CENTER DR,90045,5,1-Dec-25,Multifamily Housing,2016,247023,"100,000+",No,100,6037276000,-118.39346,33.97824,23.14504752,45.50384664,No,Eligible,,22.9,45.4,6146,0.479999,41,4,,,1497.005277,1029.341215,467.6661586,64900.96404,29762.54643,27043.19645,2719.349629,248456.9405,1622.044004,1029.351695,592.6918071,86580.64495,-3.572266042,-4.63848945,1423.810697,272372.0785
1.12217E+11,12126 W WATERFRONT DR,90094,3,1-Dec-23,,,,"100,000+",No,,6037275602,-118.40716,33.98076,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,738 N WILCOX AVE,90038,4,1-Dec-24,Multifamily Housing,2014,110367,"100,000+",No,38,6037191820,-118.330956,34.08422,48.47488828,87.2619498,Yes,Eligible,,38.7,87.3,3609.4,0.364329,19,4,,,1009.30036,604.5789197,404.7221571,35241.57896,11375.26587,10161.36852,1213.89719,134913.4796,1112.764663,604.5831292,508.1811968,47013.76444,-6.022607178,-7.823728707,1193.966987,147899.5305
1.12217E+11,6400 S CRESCENT PARK,90094,4,1-Dec-24,,,,"100,000+",No,,6037275602,-118.42744,33.970253,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,6901 N TUJUNGA AVE,91605,5,1-Dec-25,Manufacturing/Industrial Plant,2015,111772,"100,000+",No,,6037123205,-118.37905,34.19614,57.07613696,94.67776517,Yes,,,5586.6,5587.3,346.3,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1200 S GRAND AVE,90015,5,1-Dec-25,Multifamily Housing,2016,307429,"100,000+",No,79,6037207900,-118.26338,34.04004,35.32540626,69.0503216,No,Eligible,,34.5,70.6,8191.9,0.546055,50,4,,,1734.179888,1225.223211,508.9588178,83604.72538,39465.99486,36079.96026,3386.034167,320059.5644,1882.007813,1225.234766,656.7727863,111532.2577,-5.378907897,-6.985076224,1640.485701,350866.7886
1.12217E+11,255 W 5TH ST,90731,1,1-Dec-21,,,,"100,000+",No,,6037296220,-118.282486,33.73982,54.39635791,92.72291588,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,12150 W MILLENNIUM,90094,2,1-Dec-22,,,,"100,000+",No,,6037275602,-118.40662,33.97946,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,3736 W SANTA ROSALIA DR,90008,3,1-Dec-23,,,,"100,000+",No,,6037236100,-118.33863,34.008247,54.01406298,92.48328919,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,7100 S PLAYA VISTA DR,90094,3,1-Dec-23,,,,"100,000+",No,,6037275602,-118.425514,33.969395,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,300 W AVENUE 33,90031,5,1-Dec-25,,,,"100,000+",No,,6037199000,-118.21585,34.08346,61.19120376,96.74612183,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,12126 W WATERFRONT DR,90094,1,1-Dec-21,Office,2016,123043,"100,000+",No,,6037275602,-118.40723,33.98101,20.10058663,38.52944886,No,Ineligible,,0,0,0,10.72607,,,,,,,,65878.57277,12819.6408,11467.02786,1352.612766,252199.4685,,,,87884.81656,,,,276474.8423
1.12217E+11,8235 N VENTURA CANYON AVE,91402,1,1-Dec-21,,,,"100,000+",No,,6037120400,-118.42881,34.22052,48.14355696,86.87097995,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,285 W 6TH ST,90731,2,1-Dec-22,,,,"100,000+",No,,6037296220,-118.2831,33.738735,54.39635791,92.72291588,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1601 N VINE ST,90028,3,1-Dec-23,,,,"100,000+",No,,6037190700,-118.326675,34.099842,47.22830147,85.76113003,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,261 S SAN PEDRO ST,90012,3,1-Dec-23,,,,"100,000+",No,,6037206200,-118.24207,34.048534,65.25959524,98.23432968,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,4080 S GLENCOE AVE,90292,4,1-Dec-24,,,,"100,000+",No,,6037275400,-118.443146,33.990284,22.2072335,43.42287804,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,2215 E ALCAZAR ST,90033,4,1-Dec-24,Residence Hall/Dormitory,2016,258620,"100,000+",No,,6037203300,-118.20039,34.063396,64.17086716,97.94425527,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,6020 S SEABLUFF DR,90094,5,1-Dec-25,,,,"100,000+",No,,6037275602,-118.42278,33.973476,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,2465 E 16TH ST,90021,2,1-Dec-22,Non-Refrigerated Warehouse,2015,110000,"100,000+",No,96,6037206031,-118.22946,34.019707,53.89519645,92.36978181,Yes,,,2,5.6,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1001 S OLIVE ST,90015,2,1-Dec-22,Office,2016,186931,"100,000+",No,91,6037207900,-118.25966,34.042183,35.32540626,69.0503216,No,Ineligible,,36.8,82.9,7131.2,25.297234,,,,,,,,89984.50945,21089.65042,19032.46025,2057.189902,344482.9555,,,,120043.1608,,,,377641.0449
1.12217E+11,12411 W FIELDING CIR,90094,4,1-Dec-24,Multifamily Housing,2016,630955,"100,000+",No,,6037275602,-118.40871,33.97968,20.10058663,38.52944886,No,Eligible,,46.5,86.1,22867.2,0.03058,98,4,,,1504.040882,1631.993681,-127.9519237,244220.9087,107505.4746,100541.3083,6964.165475,934938.0348,1610.10359,1632.005589,-21.89902851,325801.074,-7.260283182,-9.425663953,700.4252385,1024930.176
1.12217E+11,7225 CRESCENT PARK,90094,4,1-Dec-24,,,,"100,000+",No,,6037275602,-118.42712,33.96859,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,680 S BERENDO ST,90005,5,1-Dec-25,Multifamily Housing,2014,105455,"100,000+",No,81,6037212303,-118.29413,34.060513,37.81183723,72.88434859,No,Eligible,,46.3,89.7,4753.1,0.394419,18,4,,,1035.08114,607.5028042,427.5788626,34535.57473,10815.48806,9655.500387,1159.987528,132210.7208,1145.905321,607.5063892,538.3986516,46071.92479,-7.204149721,-9.358917702,1272.868261,144936.6186
1.12217E+11,12105 W WATERFRONT DR,90094,1,1-Dec-21,Office,2016,296319,"100,000+",No,,6037275602,-118.4064,33.981533,20.10058663,38.52944886,No,Ineligible,,0,0,0,16.078902,,,,,,,,140964.9607,37560.64804,34297.98161,3262.666007,539648.7307,,,,188053.25,,,,591592.4352
1.12217E+11,1243 S OLIVE ST,90015,1,1-Dec-21,,,,"100,000+",No,,6037207900,-118.262695,34.038933,35.32540626,69.0503216,No,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,5280 N LANKERSHIM BLVD,91601,3,1-Dec-23,Office,2009,180000,"100,000+",No,65,6037125320,-118.37571,34.166683,51.62549589,90.47799218,Yes,Ineligible,,72.6,221.7,5617.3,42.147205,,,,,,,,88643.18311,20201.97873,18220.37728,1981.601193,339348.0266,,,,118253.7745,,,,372011.8551
1.12217E+11,236 S LOS ANGELES ST,90012,3,1-Dec-23,,,,"100,000+",No,,6037206200,-118.24385,34.049583,65.25959524,98.23432968,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,770 S GRAND AVE,90017,4,1-Dec-24,Supermarket/Grocery Store,2015,44429,"100,000+",No,18,6037207710,-118.25748,34.04603,33.08425372,65.06495144,No,,,321.2,702.3,,,,,,,,,,,,,,,,,,,,,,
1.12217E+11,1230 S OLIVE ST,90015,5,1-Dec-25,Multifamily Housing,2017,543000,"100,000+",No,98,6037207900,-118.26257,34.039043,35.32540626,69.0503216,No,Eligible,,18,40.3,47.1,0.073546,85,4,,,1579.295867,1528.449277,50.8486648,188460.9485,86276.16237,80286.74482,5989.416786,721475.1176,1682.446739,1528.463685,153.9846387,251414.9167,-2.824431092,-3.6633733,851.8677509,790920.4589
1.12217E+11,12855 W RUNWAY ROAD,90094,1,1-Dec-21,Multifamily Housing,2016,353830,"100,000+",No,,6037275602,-118.41954,33.975334,20.10058663,38.52944886,No,Eligible,,44.7,77.2,11261.9,0.549142,57,4,,,1879.76211,1359.862177,519.901989,100561.2189,47565.89491,43667.3749,3898.519513,384973.2149,2042.631393,1359.874176,682.7572378,134152.9408,-6.967186894,-9.048117687,1767.613808,422028.6804
1.12217E+11,8000 WORLD WAY WEST,90045,2,1-Dec-22,Other,1963,301004,"100,000+",Yes,,6037980028,-118.43267,33.9404,,,Yes,,,47.8,67.7,5577.8,,,,,,,,,,,,,,,,,,,,,
3.6285E+11,6025 VALLEY CIRCLE BLVD,91367,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037137302,-118.65601,34.18015,11.16253845,15.44961534,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.63836E+11,7355 VALLEY CIRCLE BLVD,91304,1,1-Dec-21,Worship Facility,2000,40000,"20,000 to 49,999",No,,6037134424,-118.653725,34.206116,13.0172359,20.0908059,No,,,18.5,50.1,4138.5,,,,,,,,,,,,,,,,,,,,,
3.66051E+11,23901 LOS ROSAS ST,91304,1,1-Dec-21,Multifamily Housing,1980,24656,"20,000 to 49,999",No,98,6037113231,-118.646965,34.224083,20.44436844,39.46273174,No,Eligible,,37.8,66.2,905.1,0.251192,5,4,,,451.1356196,230.3141538,220.8211422,22058.68028,2303.631463,2032.881409,270.7500191,84446.08328,512.0715195,230.3137585,281.7578076,29427.21721,-5.878576804,-7.637604691,685.3181003,92574.41222
3.66188E+11,23838 KITTRIDGE ST,91307,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037135203,-118.64548,34.19084,10.16240915,13.63349729,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.66762E+11,23701 ROSCOE BLVD,91304,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037113231,-118.64397,34.219193,20.44436844,39.46273174,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.67695E+11,6410 PLATT AVE,91307,5,1-Dec-25,,,,"100,000+",No,,6037135202,-118.64275,34.18691,19.01028969,35.81788372,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.67719E+11,6534 PLATT AVE,91307,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037135202,-118.64266,34.188877,19.01028969,35.81788372,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.67745E+11,23600 W VICTORY BLVD,91367,2,1-Dec-22,Library,1995,14053,"7,500 to 14,999",Yes,,6037135202,-118.64078,34.186565,19.01028969,35.81788372,No,,,71.8,201.1,305.9,,,,,,,,,,,,,,,,,,,,,
3.68051E+11,23600 W ROSCOE BLVD,91304,1,1-Dec-21,,,,"7,500 to 14,999",Yes,,6037134423,-118.64064,34.219154,21.19629769,41.37974524,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.68786E+11,23450 CALABASAS RD,91302,3,1-Dec-23,Senior Care Community,1942,324320,"100,000+",No,15,6037137402,-118.637054,34.158417,24.4506397,48.84600832,No,,,75.1,235.8,33623.7,,,,,,,,,,,,,,,,,,,,,
3.69327E+11,23241 COHASSET ST,91304,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037134422,-118.63483,34.205967,20.2675641,39.02131416,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69605E+11,23260 SATICOY ST,91304,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037134422,-118.63413,34.20843,20.2675641,39.02131416,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69762E+11,23369 W MULHOLLAND DR,91364,2,1-Dec-22,Strip Mall,1985,41614,"20,000 to 49,999",No,,6037137402,-118.63536,34.157578,24.4506397,48.84600832,No,,,72.4,157.4,747.1,,,,,,,,,,,,,,,,,,,,,
3.69762E+11,23327 W MULHOLLAND DR,91364,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037137402,-118.634605,34.15658,24.4506397,48.84600832,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69762E+11,23357 W MULHOLLAND DR,91364,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037137402,-118.635124,34.15727,24.4506397,48.84600832,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69991E+11,23233 SATICOY ST,91304,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037134423,-118.633156,34.208237,21.19629769,41.37974524,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.70244E+11,23251 MULHOLLAND DR,91364,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037137402,-118.6334,34.155003,24.4506397,48.84600832,No,,,,,,,,,,,,,,,,,,,,,,,,,,
3.70245E+11,23221 SATICOY ST,91304,1,1-Dec-21,Retail Store,2000,55151,"20,000 to 49,999",No,,6037134423,-118.63292,34.208237,21.19629769,41.37974524,No,Eligible,,33.2,93,1157.6,1.092278,1,4,,,14556.90263,14586.40711,-29.50371808,14260.28749,5304.822728,4698.735997,606.086653,54591.9071,15098.33301,15156.19788,-57.8619576,19023.82971,15114.18114,15173.01081,-58.82679894,59846.6325
3.70386E+11,23241 VENTURA BLVD,91364,1,1-Dec-21,Office,1978,44999,"20,000 to 49,999",No,,6037930401,-118.63161,34.16219,18.56123219,34.63236221,No,Ineligible,,36.3,93.6,257.3,15.308752,,,,,,,,47089.02756,4281.257976,3786.786903,494.4710096,180268.4427,,,,62818.76452,,,,197620.1202
