"LADBS_ID","Address","Postal_Code","EBEWE_Compliance_Wave","EBEWE_Compliance_Date","Property_Type","Year_Built","Building_SQFT","LADBS_Building_Category","City_Owned","Energy_STAR_Score","Census_Tract_GEOID","Longitude","Latitude","CES_Score","CES_Score_Percentile","Disadvantaged_Community","AC_Opt","CDI","Site_EUI","Source_EUI","Total_Water_Use","Predicted_HVAC_Capacity_Tonnage_per_Unit","Predicted_HVAC_Units","Predicted_HVAC_Type","Predicted_Investment_Cost","Predicted_Energy_Cost_Savings","Predicted_Elecricity_Cost_Savings","Predicted_Natural_Gas_Cost_Savings","Predicted_Natural_Gas_Usage","Predicted_kwAmount","MID_pred_elec_savings","MID_pred_gas_savings","MID_pred_energy_savings","Adv1_pred_energy_savings","Adv1_pred_elec_savings","Adv1_pred_gas_savings","Adv2_pred_energy_savings","Adv2_pred_elec_savings","Adv2_pred_elec_savings.1","Predicted_Investment_Cost_Mid","Predicted_Investment_Cost_Advanced1","Predicted_Investment_Cost_Advanced2"
112217100487,"3630 W WATT WAY",90089,4,"December 1, 2024","College/University",2012,92945,"50,000 to 99,999","No",,6037222700,-118.28758,34.020725,39.3245937098118,74.9527052591752,"No",,,94,183.5,527.2,,,,,,,,,,,,,,,,,,,,,
112217100488,"10878 W BLOOMFIELD ST",91602,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037143200,-118.36726,34.149273,39.8623539996753,75.7220330432589,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100489,"3535 E WHITTIER BLVD",90023,5,"December 1, 2025","Multifamily Housing",2014,76449,"50,000 to 99,999","No",100,6037204910,-118.197586,34.026295,60.1194801237328,96.4686593517468,"Yes","Eligible",,12.8,25.4,846.8,0.191042,13,4,29518.123893,623.99776363697,387.339131717844,236.659430646728,,,6678.00879499462,839.986770914112,7517.995674211,680.450802896568,387.342919625037,293.107526978956,-1.99362130889532,-2.58942705761045,667.255984868301,113002.678158,39378.432085,123879.712395
112217100491,"11100 W RIVERSIDE DR",91602,1,"December 1, 2021","Multifamily Housing",2017,105991,"50,000 to 99,999","No",,6037143200,-118.37265,34.152416,39.8623539996753,75.7220330432589,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100492,"5000 S MAIN ST",90037,2,"December 1, 2022","Multifamily Housing",2016,79809,"50,000 to 99,999","No",89,6037229300,-118.27395,33.997353,62.1979227357382,97.1749274813974,"Yes","Eligible",,31.1,59.5,5659.6,0.258238,14,4,30261.787559,774.376748075619,456.146164626657,318.231092888462,,,7033.44582384898,877.366463947074,7910.81240063122,855.048584973561,456.149207196866,398.899107639281,-4.83937489438227,-6.28676181936205,933.453835915747,115849.606584,40370.511029,127000.670946
112217100497,"5015 N BALBOA BLVD",91316,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037139600,-118.50109,34.161957,17.97474748128,33.0684827847143,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100498,"12453 W FIELDING CIR",90094,5,"December 1, 2025","Multifamily Housing",2015,118397,"50,000 to 99,999","No",20,6037275602,-118.41071,33.97957,20.1005866343663,38.5294488586202,"No","Eligible",,27.5,61.1,2412.6,0.325142,20,4,36439.127632,974.853120780841,603.034183331027,371.819940032947,,,11003.6936533019,1302.06130578353,12305.7551266314,1067.71608806574,603.039345371887,464.676321389978,-4.28142428328787,-5.56138458484898,1080.3525011271,139497.992052,48611.345284,152925.32369
112217100501,"750 E SLAUSON AVE",90001,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037239202,-118.26168,33.989258,76.0434259278382,99.7477613822676,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100503,"4940 N PASO ROBLES AVE",91316,2,"December 1, 2022","Multifamily Housing",2014,91152,"50,000 to 99,999","No",100,6037139600,-118.50217,34.160442,17.97474748128,33.0684827847143,"No","Eligible",,14,44,2013.4,0.218969,16,4,31749.996141,722.72107356929,452.755318644697,269.966703995426,,,8136.18714672899,1001.83176975239,9138.01904561271,787.371435653903,452.759813134549,334.611214679839,-2.18091803552188,-2.83260116548807,763.169595295268,121546.837071,42355.844541,133246.28641
112217100504,"11419 N PORTER RANCH DR",91326,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037108202,-118.572685,34.29196,19.6266562530007,37.3565392861647,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100508,"505 S BONNIE BRAE ST",90057,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037208903,-118.272064,34.05902,47.5250890278245,86.240383402699,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100511,"12837 W MOORPARK ST",91604,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037143400,-118.4123,34.150364,15.8056147254111,27.3300542313028,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100516,"1031 W 34TH ST",90089,4,"December 1, 2024","Medical Office",2012,99783,"50,000 to 99,999","No",51,6037222700,-118.28783,34.02442,39.3245937098118,74.9527052591752,"No",,,88.1,189.3,1682.4,,,,,,,,,,,,,,,,,,,,,
112217100518,"1135 S BOYLE AVE",90023,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037206050,-118.220406,34.029804,79.0252930058675,99.899104552907,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100519,"5837 W SUNSET BLVD",90028,5,"December 1, 2025","Multifamily Housing",2016,70812,"50,000 to 99,999","No",74,6037191000,-118.316635,34.098064,56.8701564470128,94.5390339260941,"Yes","Eligible",,37.8,87.1,2515.6,0.264543,12,4,29029.757562,765.127562267116,437.660606397806,327.467236565804,,,6172.21145573491,778.505086513487,6950.7166422385,849.861155748394,437.662831849803,412.19812869656,-5.88077561141285,-7.63991820601995,973.580437239822,111133.091072,38726.93064,121830.168842
112217100520,"3555 E WHITTIER BLVD",90023,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037204910,-118.19716,34.026108,60.1194801237328,96.4686593517468,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100521,"2590 E ARVIA ST",90031,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037187102,-118.231415,34.09492,61.184220223609,96.7335099003657,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100523,"10700 W WILSHIRE BLVD",90024,2,"December 1, 2022","Multifamily Housing",2010,86308,"50,000 to 99,999","No",12,6037265602,-118.43591,34.060814,15.7748844093745,27.2039349224366,"No","Eligible",,41.1,107.3,3082,0.316052,15,4,31387.273527,885.066027174961,513.313573752241,371.75285909323,,,7691.00221220323,949.112719159624,8640.1150532852,981.091619772843,513.316451603792,467.774926880519,-6.39465363411271,-8.30739705257854,1104.05915211686,120158.245203,41871.957154,131724.036106
112217100524,"7928 W HOLLYWOOD BLVD",90046,3,"December 1, 2023","Multifamily Housing",2014,98000,"50,000 to 99,999","No",49,6037189800,-118.36244,34.10129,25.1747794903476,50.2711565140623,"No","Eligible",,42.3,81.9,3263.8,0.352001,17,4,33250.291761,963.507602011089,565.290193543676,398.217925484042,,,8876.3109383016,1077.83266223089,9954.14373900855,1066.19597320737,565.293608410668,500.902087342325,-6.58180692093134,-8.550420237647,1181.41815348833,127290.33973,44357.302675,139542.627958
112217100530,"940 W 35TH ST",90089,1,"December 1, 2021","College/University",2012,114223,"50,000 to 99,999","No",,6037222700,-118.28753,34.023315,39.3245937098118,74.9527052591752,"No",,,140.4,273.9,3072.5,,,,,,,,,,,,,,,,,,,,,
112217100531,"4820 N BELLFLOWER AVE",91601,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037125402,-118.37455,34.158463,31.0777965079313,61.3822676251734,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100532,"1539 S BELOIT AVE",90025,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037267300,-118.448654,34.04842,37.0576717011107,71.8123344684071,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100533,"11430 W BURBANK BLVD",91601,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037125200,-118.380035,34.17215,37.8041368112776,72.8591247319965,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100534,"5557 E VALLEY BLVD",90032,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037201602,-118.164444,34.073883,37.8201106517431,72.9095724555429,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100540,"610 W CHILDS WAY",90089,1,"December 1, 2021","College/University",2013,50000,"50,000 to 99,999","No",,6037222700,-118.2821,34.018913,39.3245937098118,74.9527052591752,"No",,,208.6,334.5,895.4,,,,,,,,,,,,,,,,,,,,,
112217100541,"11423 N PORTER RANCH DR",91326,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037108202,-118.5727,34.29199,19.6266562530007,37.3565392861647,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100542,"11427 N PORTER RANCH DR",91326,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037108202,-118.57271,34.29201,19.6266562530007,37.3565392861647,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100544,"1508 S FEDERAL AVE",90025,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037267300,-118.454605,34.04544,37.0576717011107,71.8123344684071,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100545,"1103 S BOYLE AVE",90023,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037206050,-118.22007,34.031456,79.0252930058675,99.899104552907,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100547,"1050 S GRAND AVE",90015,4,"December 1, 2024",,,,"100,000+","No",,6037207900,-118.261314,34.042244,35.3254062573553,69.0503216042376,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100554,"1550 N EL CENTRO AVE",90028,3,"December 1, 2023",,,,"100,000+","No",,6037191000,-118.32372,34.098946,56.8701564470128,94.5390339260941,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100556,"1600 N VINE ST",90028,4,"December 1, 2024",,,,"100,000+","No",,6037191000,-118.32666,34.099842,56.8701564470128,94.5390339260941,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100567,"1500 N EL CENTRO AVE",90028,4,"December 1, 2024","Office",2015,105826,"100,000+","No",85,6037191000,-118.323715,34.098156,56.8701564470128,94.5390339260941,"Yes","Ineligible",,42.5,119.1,759.4,18.046099,,,61838.214454,,,,,,9688.62896037932,1163.98817184406,10852.617281782,,,,,,,236731.977655,82494.806816,259518.533408
112217100570,"15222 W VENTURA BLVD",91403,1,"December 1, 2021",,,,"100,000+","No",,6037141302,-118.46458,34.15354,34.5465990329701,67.5368898978434,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100572,"6555 W BARTON AVE",90038,2,"December 1, 2022","Office",2015,250000,"100,000+","No",,6037191901,-118.33412,34.087727,43.442544948503,80.8298650523395,"Yes","Ineligible",,19.6,48.9,712.5,22.106004,,,117496.770613,,,,,,27460.512255535,2752.10896327736,30212.6215721249,,,,,,,449806.695115,156745.686771,493102.685111
112217100573,"801 S OLIVE ST",90014,2,"December 1, 2022",,,,"100,000+","No",,6037207710,-118.25698,34.04505,33.0842537244402,65.0649514440661,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100574,"1000 S GRAND AVE",90015,3,"December 1, 2023",,,,"100,000+","No",,6037207900,-118.26073,34.042873,35.3254062573553,69.0503216042376,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100577,"19401 W PARTHENIA ST",91324,4,"December 1, 2024",,,,"100,000+","No",,6037113401,-118.55576,34.228233,35.9850043538913,69.9583806280742,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100579,"5551 W HOLLYWOOD BLVD",90028,5,"December 1, 2025",,,,"100,000+","No",,6037190301,-118.31079,34.10173,38.0223260899369,73.1618110732753,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100582,"810 E PICO BLVD",90021,2,"December 1, 2022",,,,"100,000+","No",,6037226002,-118.252075,34.031925,76.0364294112843,99.735149451381,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100584,"6440 N WILBUR AVE",91335,3,"December 1, 2023",,,,"100,000+","No",,6037133100,-118.54475,34.187416,40.5385656382648,76.7940471686215,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100586,"1627 N VINE ST",90028,4,"December 1, 2024",,,,"100,000+","No",,6037190700,-118.326675,34.10028,47.2283014737967,85.7611300290074,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100587,"10000 W SANTA MONICA BLVD",90067,4,"December 1, 2024",,,,"100,000+","No",,6037267901,-118.414154,34.06394,22.4761453340601,44.1417581031656,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100590,"635 W DOWNEY WAY",90089,1,"December 1, 2021",,,,"100,000+","No",,6037222700,-118.28387,34.01874,39.3245937098118,74.9527052591752,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100593,"7121 N WOODLEY AVE",91406,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037127604,-118.483665,34.199783,41.4853897389024,78.1309118426031,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100599,"17720 W SUPERIOR ST",91325,5,"December 1, 2025",,,,"100,000+","No",,6037115104,-118.52047,34.246742,38.0947370984611,73.3005423130281,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100603,"127 S SAN VICENTE BLVD",90048,2,"December 1, 2022",,,,"100,000+","No",,6037214902,-118.37864,34.07457,29.7138788655531,58.9103291713961,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100610,"11500 W TENNESSEE AVE",90064,1,"December 1, 2021",,,,"100,000+","No",,6037267700,-118.44325,34.034737,31.4968747609683,62.2146550636903,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100611,"10800 W WILSHIRE BLVD",90024,1,"December 1, 2021",,,,"100,000+","No",,6037265510,-118.43996,34.059814,29.8468593129681,59.0995081346954,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100612,"14911 W CALIFA ST",91411,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037128400,-118.45793,34.17768,50.8700286108134,89.6960524656325,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100614,"12665 W VILLAGE LANE",90094,3,"December 1, 2023","Multifamily Housing",2016,486957,"100,000+","No",,6037275602,-118.41484,33.97786,20.1005866343663,38.5294488586202,"No","Eligible",,47,89.9,19055.1,0.216646,77,4,160461.050132,1886.27689270872,1570.95190678011,315.326820324978,,,68500.4739045605,5369.92275476773,73870.3973436016,2039.33988867123,1570.96501345599,468.375978584134,-7.33117177813041,-9.51946169956391,1493.89647386457,614284.582278,214061.862057,673412.335194
112217100615,"990 W 8TH ST",90017,3,"December 1, 2023",,,,"100,000+","No",,6037207710,-118.2625,34.048622,33.0842537244402,65.0649514440661,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100616,"1633 N LA BREA AVE",90046,4,"December 1, 2024",,,,"100,000+","No",,6037189904,-118.34492,34.100643,30.6759544895974,60.8147307352756,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100622,"6828 N VAN NUYS BLVD",91405,2,"December 1, 2022","Multifamily Housing",2015,95720,"100,000+","No",82,6037127910,-118.448715,34.194748,47.4258276787243,86.0259805776264,"Yes","Eligible",,30.4,60.9,2985.5,0.289686,16,4,32707.149634,865.914668505768,520.481629371888,345.433744789595,,,8624.8051128359,1052.47337737547,9677.27862560791,952.879895382496,520.485529335294,432.394031441573,-4.73128503249235,-6.14613767588384,1008.76731320223,125211.057348,43632.727989,137263.20496
112217100625,"1515 W WILSHIRE BLVD",90017,3,"December 1, 2023","Multifamily Housing",2016,210910,"100,000+","No",,6037209102,-118.26872,34.05475,52.0023690996539,90.7302307983352,"Yes","Eligible",,54,86.9,6888.8,0.724716,35,4,56334.599283,1592.01482675204,1011.72376887584,580.292375460489,,,22150.8187549219,2321.85779542224,24472.6768481963,1747.65736349422,1011.73146583911,735.925522230723,-8.40649968413068,-10.9198418073283,1768.87383826135,215662.777726,75152.750221,236421.324826
112217100627,"1015 S GLENDON AVE",90024,4,"December 1, 2024",,,,"100,000+","No",,6037265202,-118.444115,34.06219,19.4967870985669,37.0538529448859,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100628,"8700 N GLENOAKS BLVD",91352,5,"December 1, 2025","Multifamily Housing",1951,116646,"100,000+","No",97,6037102103,-118.36442,34.22775,27.1299584626187,54.1304073653676,"No","Eligible",,20.7,48,4257.9,0.884951,20,4,59378.351753,917.110839358948,575.878036702677,341.233909421931,,,10804.6652941886,1282.63230835131,12087.2977676938,1000.85345002527,575.883457927227,424.969538409758,-3.22396185528509,-4.18748637264124,980.228884057854,227315.014907,79213.245405,249195.144122
112217100629,"6040 W CENTER DR",90045,5,"December 1, 2025","Multifamily Housing",2016,247023,"100,000+","No",100,6037276000,-118.39346,33.97824,23.1450475220195,45.5038466389204,"No","Eligible",,22.9,45.4,6146,0.479999,41,4,64900.964035,1497.00527698608,1029.34121470457,467.666158608534,,,27043.1964503682,2719.34962892896,29762.546428381,1622.04400368412,1029.35169512439,592.691807078316,-3.57226604203047,-4.63848945028247,1423.81069658431,248456.940475,86580.644954,272372.078525
112217100634,"12126 W WATERFRONT DR",90094,3,"December 1, 2023",,,,"100,000+","No",,6037275602,-118.40716,33.98076,20.1005866343663,38.5294488586202,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100636,"738 N WILCOX AVE",90038,4,"December 1, 2024","Multifamily Housing",2014,110367,"100,000+","No",38,6037191820,-118.330956,34.08422,48.4748882838827,87.2619498045151,"Yes","Eligible",,38.7,87.3,3609.4,0.364329,19,4,35241.578957,1009.30036009765,604.57891969656,404.722157050269,,,10161.3685241569,1213.89718965042,11375.2658698442,1112.76466308026,604.583129197352,508.181196837742,-6.0226071782737,-7.82372870658696,1193.96698654492,134913.479568,47013.764444,147899.530521
112217100637,"6400 S CRESCENT PARK",90094,4,"December 1, 2024",,,,"100,000+","No",,6037275602,-118.42744,33.970253,20.1005866343663,38.5294488586202,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100638,"6901 N TUJUNGA AVE",91605,5,"December 1, 2025","Manufacturing/Industrial Plant",2015,111772,"100,000+","No",,6037123205,-118.37905,34.19614,57.0761369636534,94.6777651658469,"Yes",,,5586.6,5587.3,346.3,,,,,,,,,,,,,,,,,,,,,
112217100639,"1200 S GRAND AVE",90015,5,"December 1, 2025","Multifamily Housing",2016,307429,"100,000+","No",79,6037207900,-118.26338,34.04004,35.3254062573553,69.0503216042376,"No","Eligible",,34.5,70.6,8191.9,0.546055,50,4,83604.725376,1734.17988810283,1225.22321131394,508.958817812051,,,36079.9602628204,3386.03416709458,39465.994863688,1882.00781297275,1225.23476624578,656.772786325592,-5.37890789706379,-6.98507622431476,1640.48570128989,320059.564373,111532.257679,350866.78856
112217100640,"255 W 5TH ST",90731,1,"December 1, 2021",,,,"100,000+","No",,6037296220,-118.282486,33.73982,54.3963579102872,92.722915878421,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100642,"12150 W MILLENNIUM",90094,2,"December 1, 2022",,,,"100,000+","No",,6037275602,-118.40662,33.97946,20.1005866343663,38.5294488586202,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100644,"3736 W SANTA ROSALIA DR",90008,3,"December 1, 2023",,,,"100,000+","No",,6037236100,-118.33863,34.008247,54.0140629800676,92.4832891915752,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100645,"7100 S PLAYA VISTA DR",90094,3,"December 1, 2023",,,,"100,000+","No",,6037275602,-118.425514,33.969395,20.1005866343663,38.5294488586202,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100649,"300 W AVENUE 33",90031,5,"December 1, 2025",,,,"100,000+","No",,6037199000,-118.21585,34.08346,61.1912037617053,96.7461218312524,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100650,"12126 W WATERFRONT DR",90094,1,"December 1, 2021","Office",2016,123043,"100,000+","No",,6037275602,-118.40723,33.98101,20.1005866343663,38.5294488586202,"No","Ineligible",,0,0,0,10.72607,,,65878.572767,,,,,,11467.0278601852,1352.61276580113,12819.6408004555,,,,,,,252199.468469,87884.816562,276474.842274
112217100651,"8235 N VENTURA CANYON AVE",91402,1,"December 1, 2021",,,,"100,000+","No",,6037120400,-118.42881,34.22052,48.1435569596547,86.8709799470299,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100652,"285 W 6TH ST",90731,2,"December 1, 2022",,,,"100,000+","No",,6037296220,-118.2831,33.738735,54.3963579102872,92.722915878421,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100654,"1601 N VINE ST",90028,3,"December 1, 2023",,,,"100,000+","No",,6037190700,-118.326675,34.099842,47.2283014737967,85.7611300290074,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100655,"261 S SAN PEDRO ST",90012,3,"December 1, 2023",,,,"100,000+","No",,6037206200,-118.24207,34.048534,65.2595952387712,98.2343296758734,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100656,"4080 S GLENCOE AVE",90292,4,"December 1, 2024",,,,"100,000+","No",,6037275400,-118.443146,33.990284,22.2072334974513,43.4228780426283,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100657,"2215 E ALCAZAR ST",90033,4,"December 1, 2024","Residence Hall/Dormitory",2016,258620,"100,000+","No",,6037203300,-118.20039,34.063396,64.170867161903,97.9442552654811,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100659,"6020 S SEABLUFF DR",90094,5,"December 1, 2025",,,,"100,000+","No",,6037275602,-118.42278,33.973476,20.1005866343663,38.5294488586202,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100662,"2465 E 16TH ST",90021,2,"December 1, 2022","Non-Refrigerated Warehouse",2015,110000,"100,000+","No",96,6037206031,-118.22946,34.019707,53.8951964525006,92.3697818135957,"Yes",,,2,5.6,,,,,,,,,,,,,,,,,,,,,,
112217100663,"1001 S OLIVE ST",90015,2,"December 1, 2022","Office",2016,186931,"100,000+","No",91,6037207900,-118.25966,34.042183,35.3254062573553,69.0503216042376,"No","Ineligible",,36.8,82.9,7131.2,25.297234,,,89984.509449,,,,,,19032.4602509329,2057.18990209772,21089.6504172952,,,,,,,344482.955537,120043.160835,377641.044908
112217100666,"12411 W FIELDING CIR",90094,4,"December 1, 2024","Multifamily Housing",2016,630955,"100,000+","No",,6037275602,-118.40871,33.97968,20.1005866343663,38.5294488586202,"No","Eligible",,46.5,86.1,22867.2,0.03058,98,4,244220.908682,1504.0408821338,1631.99368070619,-127.951923698483,,,100541.308263168,6964.16547518809,107505.474622091,1610.10359029175,1632.00558853158,-21.899028510673,-7.26028318226934,-9.4256639533012,700.425238534821,934938.034802,325801.073983,1024930.176407
112217100667,"7225 CRESCENT PARK",90094,4,"December 1, 2024",,,,"100,000+","No",,6037275602,-118.42712,33.96859,20.1005866343663,38.5294488586202,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
112217100668,"680 S BERENDO ST",90005,5,"December 1, 2025","Multifamily Housing",2014,105455,"100,000+","No",81,6037212303,-118.29413,34.060513,37.8118372337006,72.8843485937697,"No","Eligible",,46.3,89.7,4753.1,0.394419,18,4,34535.574726,1035.08113978231,607.502804171674,427.57886264334,,,9655.50038727921,1159.98752832779,10815.4880645921,1145.90532105496,607.506389164058,538.398651616967,-7.20414972124961,-9.35891770210226,1272.8682605096,132210.720777,46071.924788,144936.618604
112217100670,"12105 W WATERFRONT DR",90094,1,"December 1, 2021","Office",2016,296319,"100,000+","No",,6037275602,-118.4064,33.981533,20.1005866343663,38.5294488586202,"No","Ineligible",,0,0,0,16.078902,,,140964.960746,,,,,,34297.9816136436,3262.66600725916,37560.6480395284,,,,,,,539648.73068,188053.250039,591592.435161
